initial NOx and VOCR concentration:   0.10233E-01,  0.91817E-01
 O3,ivoc,inox,N(V),S(VI)
  0.71997E+02,  0.25000E-01,  0.15000E-02,  0.11097E+03,  0.57192E+03
  0.76719E+02,  0.50000E-01,  0.15000E-02,  0.11097E+03,  0.57192E+03
  0.80328E+02,  0.75000E-01,  0.15000E-02,  0.11097E+03,  0.57193E+03
  0.82522E+02,  0.10000E+00,  0.15000E-02,  0.11097E+03,  0.57192E+03
  0.84193E+02,  0.12500E+00,  0.15000E-02,  0.11097E+03,  0.57192E+03
  0.85379E+02,  0.15000E+00,  0.15000E-02,  0.11097E+03,  0.57192E+03
  0.86604E+02,  0.17500E+00,  0.15000E-02,  0.11097E+03,  0.57192E+03
  0.87723E+02,  0.20000E+00,  0.15000E-02,  0.11097E+03,  0.57192E+03
  0.89208E+02,  0.22500E+00,  0.15000E-02,  0.11097E+03,  0.57192E+03
  0.86113E+02,  0.25000E+00,  0.15000E-02,  0.11097E+03,  0.57193E+03
  0.89409E+02,  0.27500E+00,  0.15000E-02,  0.11097E+03,  0.57193E+03
  0.87421E+02,  0.30000E+00,  0.15000E-02,  0.11097E+03,  0.57192E+03
  0.87537E+02,  0.32500E+00,  0.15000E-02,  0.11097E+03,  0.57192E+03
  0.87021E+02,  0.35000E+00,  0.15000E-02,  0.11097E+03,  0.57193E+03
  0.87246E+02,  0.37500E+00,  0.15000E-02,  0.11097E+03,  0.57193E+03
  0.87938E+02,  0.40000E+00,  0.15000E-02,  0.11097E+03,  0.57193E+03
  0.88044E+02,  0.42500E+00,  0.15000E-02,  0.11097E+03,  0.57192E+03
  0.87443E+02,  0.45000E+00,  0.15000E-02,  0.11097E+03,  0.57192E+03
  0.88154E+02,  0.47500E+00,  0.15000E-02,  0.11097E+03,  0.57193E+03
  0.87413E+02,  0.50000E+00,  0.15000E-02,  0.11097E+03,  0.57193E+03
  0.72043E+02,  0.25000E-01,  0.30000E-02,  0.11097E+03,  0.57192E+03
  0.79293E+02,  0.50000E-01,  0.30000E-02,  0.11097E+03,  0.57192E+03
  0.84723E+02,  0.75000E-01,  0.30000E-02,  0.11097E+03,  0.57192E+03
  0.89304E+02,  0.10000E+00,  0.30000E-02,  0.11097E+03,  0.57192E+03
  0.90241E+02,  0.12500E+00,  0.30000E-02,  0.11097E+03,  0.57192E+03
  0.91989E+02,  0.15000E+00,  0.30000E-02,  0.11097E+03,  0.57193E+03
  0.93649E+02,  0.17500E+00,  0.30000E-02,  0.11097E+03,  0.57192E+03
  0.95253E+02,  0.20000E+00,  0.30000E-02,  0.11097E+03,  0.57193E+03
  0.96443E+02,  0.22500E+00,  0.30000E-02,  0.11097E+03,  0.57193E+03
  0.99058E+02,  0.25000E+00,  0.30000E-02,  0.11097E+03,  0.57193E+03
  0.98325E+02,  0.27500E+00,  0.30000E-02,  0.11097E+03,  0.57192E+03
  0.99132E+02,  0.30000E+00,  0.30000E-02,  0.11097E+03,  0.57192E+03
  0.99503E+02,  0.32500E+00,  0.30000E-02,  0.11097E+03,  0.57193E+03
  0.99966E+02,  0.35000E+00,  0.30000E-02,  0.11097E+03,  0.57193E+03
  0.99975E+02,  0.37500E+00,  0.30000E-02,  0.11097E+03,  0.57192E+03
  0.10026E+03,  0.40000E+00,  0.30000E-02,  0.11097E+03,  0.57192E+03
  0.10053E+03,  0.42500E+00,  0.30000E-02,  0.11097E+03,  0.57193E+03
  0.10071E+03,  0.45000E+00,  0.30000E-02,  0.11097E+03,  0.57193E+03
  0.10104E+03,  0.47500E+00,  0.30000E-02,  0.11097E+03,  0.57192E+03
  0.10186E+03,  0.50000E+00,  0.30000E-02,  0.11097E+03,  0.57192E+03
  0.69082E+02,  0.25000E-01,  0.45000E-02,  0.11097E+03,  0.57192E+03
  0.77746E+02,  0.50000E-01,  0.45000E-02,  0.11097E+03,  0.57192E+03
  0.85466E+02,  0.75000E-01,  0.45000E-02,  0.11097E+03,  0.57192E+03
  0.91418E+02,  0.10000E+00,  0.45000E-02,  0.11097E+03,  0.57192E+03
  0.94085E+02,  0.12500E+00,  0.45000E-02,  0.11097E+03,  0.57193E+03
  0.97470E+02,  0.15000E+00,  0.45000E-02,  0.11097E+03,  0.57193E+03
  0.10010E+03,  0.17500E+00,  0.45000E-02,  0.11097E+03,  0.57193E+03
  0.10207E+03,  0.20000E+00,  0.45000E-02,  0.11097E+03,  0.57192E+03
