initial NOx and VOCR concentration:   0.27000E-02,  0.62687E-01
 O3,ivoc,inox,N(V),S(VI)
  0.50595E+02,  0.25000E-01,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.53904E+02,  0.50000E-01,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.56245E+02,  0.75000E-01,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.57983E+02,  0.10000E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.58808E+02,  0.12500E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.59521E+02,  0.15000E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.59938E+02,  0.17500E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.60721E+02,  0.20000E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.61018E+02,  0.22500E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.61648E+02,  0.25000E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.61655E+02,  0.27500E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.62096E+02,  0.30000E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.62010E+02,  0.32500E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.62345E+02,  0.35000E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.62348E+02,  0.37500E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.62011E+02,  0.40000E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.62541E+02,  0.42500E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.62442E+02,  0.45000E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.62741E+02,  0.47500E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.62510E+02,  0.50000E+00,  0.15000E-02,  0.12804E+00,  0.54632E+03
  0.48774E+02,  0.25000E-01,  0.30000E-02,  0.12804E+00,  0.54632E+03
  0.56699E+02,  0.50000E-01,  0.30000E-02,  0.12804E+00,  0.54632E+03
