initial NOx and VOCR concentration:   0.33000E-02,  0.65345E-01
 O3,ivoc,inox,N(V),S(VI)
  0.53815E+02,  0.25000E-01,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.57903E+02,  0.50000E-01,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.60635E+02,  0.75000E-01,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.62131E+02,  0.10000E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.62925E+02,  0.12500E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.65024E+02,  0.15000E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.65892E+02,  0.17500E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.65769E+02,  0.20000E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.67151E+02,  0.22500E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.67453E+02,  0.25000E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.67476E+02,  0.27500E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.68250E+02,  0.30000E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.68413E+02,  0.32500E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.69044E+02,  0.35000E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.69090E+02,  0.37500E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.68882E+02,  0.40000E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.69156E+02,  0.42500E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.69598E+02,  0.45000E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.69524E+02,  0.47500E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.69797E+02,  0.50000E+00,  0.15000E-02,  0.29877E-01,  0.44388E+03
  0.52806E+02,  0.25000E-01,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.60402E+02,  0.50000E-01,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.64664E+02,  0.75000E-01,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.68189E+02,  0.10000E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.71118E+02,  0.12500E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.73417E+02,  0.15000E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.75278E+02,  0.17500E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.79594E+02,  0.20000E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.80779E+02,  0.22500E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.82487E+02,  0.25000E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.83653E+02,  0.27500E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.84291E+02,  0.30000E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.85063E+02,  0.32500E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.85910E+02,  0.35000E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.86631E+02,  0.37500E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.86927E+02,  0.40000E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.87563E+02,  0.42500E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.87656E+02,  0.45000E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.88175E+02,  0.47500E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.88458E+02,  0.50000E+00,  0.30000E-02,  0.29877E-01,  0.44388E+03
  0.48486E+02,  0.25000E-01,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.57343E+02,  0.50000E-01,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.66103E+02,  0.75000E-01,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.71609E+02,  0.10000E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.77029E+02,  0.12500E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.79825E+02,  0.15000E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.82913E+02,  0.17500E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.87480E+02,  0.20000E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.88115E+02,  0.22500E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.89903E+02,  0.25000E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.91731E+02,  0.27500E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.92870E+02,  0.30000E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.93502E+02,  0.32500E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.95485E+02,  0.35000E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.96368E+02,  0.37500E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.97426E+02,  0.40000E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.98809E+02,  0.42500E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.98815E+02,  0.45000E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.99361E+02,  0.47500E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.99920E+02,  0.50000E+00,  0.45000E-02,  0.29877E-01,  0.44388E+03
  0.45135E+02,  0.25000E-01,  0.60000E-02,  0.29877E-01,  0.44388E+03
  0.52596E+02,  0.50000E-01,  0.60000E-02,  0.29877E-01,  0.44388E+03
  0.62182E+02,  0.75000E-01,  0.60000E-02,  0.29877E-01,  0.44388E+03
  0.70121E+02,  0.10000E+00,  0.60000E-02,  0.29877E-01,  0.44388E+03
  0.77830E+02,  0.12500E+00,  0.60000E-02,  0.29877E-01,  0.44388E+03
