initial NOx and VOCR concentration:   0.29470E-02,  0.82732E-01
 O3,ivoc,inox,N(V),S(VI)
  0.32769E+02,  0.25000E-01,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.36930E+02,  0.50000E-01,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.40635E+02,  0.75000E-01,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.41614E+02,  0.10000E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.40149E+02,  0.12500E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.40462E+02,  0.15000E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.40709E+02,  0.17500E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.41974E+02,  0.20000E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.40916E+02,  0.22500E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.42544E+02,  0.25000E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.42414E+02,  0.27500E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.42543E+02,  0.30000E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.42493E+02,  0.32500E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.42319E+02,  0.35000E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.41790E+02,  0.37500E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.41821E+02,  0.40000E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.40717E+02,  0.42500E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.41776E+02,  0.45000E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.40572E+02,  0.47500E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.40548E+02,  0.50000E+00,  0.15000E-02,  0.85362E+02,  0.11951E+04
  0.31650E+02,  0.25000E-01,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.40032E+02,  0.50000E-01,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.45346E+02,  0.75000E-01,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.50179E+02,  0.10000E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.53122E+02,  0.12500E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.53670E+02,  0.15000E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.54764E+02,  0.17500E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.56445E+02,  0.20000E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.54457E+02,  0.22500E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.55122E+02,  0.25000E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.55053E+02,  0.27500E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.55238E+02,  0.30000E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.55396E+02,  0.32500E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.55446E+02,  0.35000E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.55491E+02,  0.37500E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.55584E+02,  0.40000E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.55646E+02,  0.42500E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
  0.55517E+02,  0.45000E+00,  0.30000E-02,  0.85362E+02,  0.11951E+04
