initial NOx and VOCR concentration:   0.15000E-02,  0.68678E-01
 O3,ivoc,inox,N(V),S(VI)
  0.44196E+02,  0.25000E-01,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.45784E+02,  0.50000E-01,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.46340E+02,  0.75000E-01,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47347E+02,  0.10000E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47503E+02,  0.12500E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47539E+02,  0.15000E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47675E+02,  0.17500E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47613E+02,  0.20000E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47547E+02,  0.22500E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47245E+02,  0.25000E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47297E+02,  0.27500E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47457E+02,  0.30000E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47249E+02,  0.32500E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47202E+02,  0.35000E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47247E+02,  0.37500E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47362E+02,  0.40000E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47317E+02,  0.42500E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47270E+02,  0.45000E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47154E+02,  0.47500E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.47126E+02,  0.50000E+00,  0.15000E-02,  0.52071E+01,  0.58900E+03
  0.41944E+02,  0.25000E-01,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.48797E+02,  0.50000E-01,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.53126E+02,  0.75000E-01,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.54159E+02,  0.10000E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.55701E+02,  0.12500E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.56953E+02,  0.15000E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.56871E+02,  0.17500E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.57625E+02,  0.20000E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.58036E+02,  0.22500E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.57669E+02,  0.25000E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.58296E+02,  0.27500E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.58019E+02,  0.30000E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.58743E+02,  0.32500E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.58309E+02,  0.35000E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.58274E+02,  0.37500E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.58799E+02,  0.40000E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.58951E+02,  0.42500E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.58815E+02,  0.45000E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.58993E+02,  0.47500E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.58887E+02,  0.50000E+00,  0.30000E-02,  0.52071E+01,  0.58900E+03
  0.38845E+02,  0.25000E-01,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.46186E+02,  0.50000E-01,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.52078E+02,  0.75000E-01,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.57498E+02,  0.10000E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.60347E+02,  0.12500E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.62267E+02,  0.15000E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.64362E+02,  0.17500E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.65168E+02,  0.20000E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.65820E+02,  0.22500E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.66407E+02,  0.25000E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.66915E+02,  0.27500E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.67456E+02,  0.30000E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.68170E+02,  0.32500E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.68295E+02,  0.35000E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.67988E+02,  0.37500E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.68301E+02,  0.40000E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.68468E+02,  0.42500E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.68787E+02,  0.45000E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.68107E+02,  0.47500E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.68115E+02,  0.50000E+00,  0.45000E-02,  0.52071E+01,  0.58900E+03
  0.36592E+02,  0.25000E-01,  0.60000E-02,  0.52071E+01,  0.58900E+03
  0.42324E+02,  0.50000E-01,  0.60000E-02,  0.52071E+01,  0.58900E+03
  0.48558E+02,  0.75000E-01,  0.60000E-02,  0.52071E+01,  0.58900E+03
  0.56050E+02,  0.10000E+00,  0.60000E-02,  0.52071E+01,  0.58900E+03
  0.60760E+02,  0.12500E+00,  0.60000E-02,  0.52071E+01,  0.58900E+03
  0.65714E+02,  0.15000E+00,  0.60000E-02,  0.52071E+01,  0.58900E+03
  0.67757E+02,  0.17500E+00,  0.60000E-02,  0.52071E+01,  0.58900E+03
  0.71006E+02,  0.20000E+00,  0.60000E-02,  0.52071E+01,  0.58900E+03
  0.72098E+02,  0.22500E+00,  0.60000E-02,  0.52071E+01,  0.58900E+03
  0.73139E+02,  0.25000E+00,  0.60000E-02,  0.52071E+01,  0.58900E+03
  0.74050E+02,  0.27500E+00,  0.60000E-02,  0.52071E+01,  0.58900E+03
  0.74794E+02,  0.30000E+00,  0.60000E-02,  0.52071E+01,  0.58900E+03
  0.75979E+02,  0.32500E+00,  0.60000E-02,  0.52071E+01,  0.58900E+03
  0.75985E+02,  0.35000E+00,  0.60000E-02,  0.52071E+01,  0.58900E+03
