initial NOx and VOCR concentration:   0.23000E-02,  0.10009E+00
 O3,ivoc,inox,N(V),S(VI)
  0.46116E+02,  0.25000E-01,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.50164E+02,  0.50000E-01,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.52678E+02,  0.75000E-01,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.55046E+02,  0.10000E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.55867E+02,  0.12500E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.55868E+02,  0.15000E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.57591E+02,  0.17500E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.58369E+02,  0.20000E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.58254E+02,  0.22500E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.58873E+02,  0.25000E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.59388E+02,  0.27500E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.58645E+02,  0.30000E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.59420E+02,  0.32500E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.59569E+02,  0.35000E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.59287E+02,  0.37500E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.59564E+02,  0.40000E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.59847E+02,  0.42500E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.60026E+02,  0.45000E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.59906E+02,  0.47500E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.60306E+02,  0.50000E+00,  0.15000E-02,  0.24755E+00,  0.80240E+03
  0.44463E+02,  0.25000E-01,  0.30000E-02,  0.24755E+00,  0.80240E+03
  0.53112E+02,  0.50000E-01,  0.30000E-02,  0.24755E+00,  0.80240E+03
  0.59081E+02,  0.75000E-01,  0.30000E-02,  0.24755E+00,  0.80240E+03
  0.63532E+02,  0.10000E+00,  0.30000E-02,  0.24755E+00,  0.80240E+03
  0.66684E+02,  0.12500E+00,  0.30000E-02,  0.24755E+00,  0.80240E+03
  0.68857E+02,  0.15000E+00,  0.30000E-02,  0.24755E+00,  0.80240E+03
  0.71387E+02,  0.17500E+00,  0.30000E-02,  0.24755E+00,  0.80240E+03
  0.73368E+02,  0.20000E+00,  0.30000E-02,  0.24755E+00,  0.80240E+03
  0.73619E+02,  0.22500E+00,  0.30000E-02,  0.24755E+00,  0.80240E+03
  0.74334E+02,  0.25000E+00,  0.30000E-02,  0.24755E+00,  0.80240E+03
  0.76247E+02,  0.27500E+00,  0.30000E-02,  0.24755E+00,  0.80240E+03
  0.76885E+02,  0.30000E+00,  0.30000E-02,  0.24755E+00,  0.80240E+03
  0.77382E+02,  0.32500E+00,  0.30000E-02,  0.24755E+00,  0.80240E+03
