initial NOx and VOCR concentration:   0.33230E-02,  0.15442E+00
 O3,ivoc,inox,N(V),S(VI)
  0.61641E+02,  0.25000E-01,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.65131E+02,  0.50000E-01,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.64878E+02,  0.75000E-01,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.65794E+02,  0.10000E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.66461E+02,  0.12500E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.66904E+02,  0.15000E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.67021E+02,  0.17500E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.67264E+02,  0.20000E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.67290E+02,  0.22500E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.67237E+02,  0.25000E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.67250E+02,  0.27500E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.67373E+02,  0.30000E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.67356E+02,  0.32500E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.67393E+02,  0.35000E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.69176E+02,  0.37500E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.67414E+02,  0.40000E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.67258E+02,  0.42500E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.67201E+02,  0.45000E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.67325E+02,  0.47500E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.67282E+02,  0.50000E+00,  0.15000E-02,  0.12804E+02,  0.71704E+03
  0.61510E+02,  0.25000E-01,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.68609E+02,  0.50000E-01,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.71801E+02,  0.75000E-01,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.74445E+02,  0.10000E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.76308E+02,  0.12500E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.80016E+02,  0.15000E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.78643E+02,  0.17500E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.79413E+02,  0.20000E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.79940E+02,  0.22500E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.80402E+02,  0.25000E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.80602E+02,  0.27500E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.80886E+02,  0.30000E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.80946E+02,  0.32500E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.81026E+02,  0.35000E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.81094E+02,  0.37500E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.81433E+02,  0.40000E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.81136E+02,  0.42500E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.81621E+02,  0.45000E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.81178E+02,  0.47500E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.81195E+02,  0.50000E+00,  0.30000E-02,  0.12804E+02,  0.71704E+03
  0.57872E+02,  0.25000E-01,  0.45000E-02,  0.12804E+02,  0.71704E+03
  0.66087E+02,  0.50000E-01,  0.45000E-02,  0.12804E+02,  0.71704E+03
  0.74207E+02,  0.75000E-01,  0.45000E-02,  0.12804E+02,  0.71704E+03
  0.78703E+02,  0.10000E+00,  0.45000E-02,  0.12804E+02,  0.71704E+03
  0.82083E+02,  0.12500E+00,  0.45000E-02,  0.12804E+02,  0.71704E+03
  0.84670E+02,  0.15000E+00,  0.45000E-02,  0.12804E+02,  0.71704E+03
  0.86766E+02,  0.17500E+00,  0.45000E-02,  0.12804E+02,  0.71704E+03
  0.88214E+02,  0.20000E+00,  0.45000E-02,  0.12804E+02,  0.71704E+03
  0.89444E+02,  0.22500E+00,  0.45000E-02,  0.12804E+02,  0.71704E+03
  0.90424E+02,  0.25000E+00,  0.45000E-02,  0.12804E+02,  0.71704E+03
  0.91890E+02,  0.27500E+00,  0.45000E-02,  0.12804E+02,  0.71704E+03
  0.91753E+02,  0.30000E+00,  0.45000E-02,  0.12804E+02,  0.71704E+03
  0.93030E+02,  0.32500E+00,  0.45000E-02,  0.12804E+02,  0.71704E+03
  0.93470E+02,  0.35000E+00,  0.45000E-02,  0.12804E+02,  0.71704E+03
