initial NOx and VOCR concentration:   0.74200E-02,  0.14139E+00
 O3,ivoc,inox,N(V),S(VI)
  0.33539E+02,  0.25000E-01,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.39446E+02,  0.50000E-01,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.42564E+02,  0.75000E-01,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.42988E+02,  0.10000E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.44010E+02,  0.12500E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.46987E+02,  0.15000E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.47011E+02,  0.17500E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.47590E+02,  0.20000E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.45441E+02,  0.22500E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.45538E+02,  0.25000E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.45635E+02,  0.27500E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.47989E+02,  0.30000E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.45716E+02,  0.32500E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.48550E+02,  0.35000E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.45820E+02,  0.37500E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.48819E+02,  0.40000E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.49408E+02,  0.42500E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.49433E+02,  0.45000E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.45862E+02,  0.47500E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.48620E+02,  0.50000E+00,  0.15000E-02,  0.26462E+00,  0.85362E+03
  0.32694E+02,  0.25000E-01,  0.30000E-02,  0.26462E+00,  0.85362E+03
