initial NOx and VOCR concentration:   0.11360E-01,  0.24879E+00
 O3,ivoc,inox,N(V),S(VI)
  0.61797E+02,  0.25000E-01,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.65724E+02,  0.50000E-01,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.67471E+02,  0.75000E-01,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.67381E+02,  0.10000E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.71120E+02,  0.12500E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.68686E+02,  0.15000E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.69196E+02,  0.17500E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.69363E+02,  0.20000E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.69920E+02,  0.22500E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.69598E+02,  0.25000E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.69792E+02,  0.27500E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.70144E+02,  0.30000E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.69820E+02,  0.32500E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.70146E+02,  0.35000E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.70124E+02,  0.37500E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.69543E+02,  0.40000E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.70051E+02,  0.42500E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.69564E+02,  0.45000E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.69955E+02,  0.47500E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.69901E+02,  0.50000E+00,  0.15000E-02,  0.11951E+02,  0.85362E+03
  0.61505E+02,  0.25000E-01,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.69419E+02,  0.50000E-01,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.73128E+02,  0.75000E-01,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.77497E+02,  0.10000E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.78636E+02,  0.12500E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.80310E+02,  0.15000E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.81505E+02,  0.17500E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.82563E+02,  0.20000E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.83091E+02,  0.22500E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.83641E+02,  0.25000E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.84032E+02,  0.27500E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.84394E+02,  0.30000E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.84623E+02,  0.32500E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.84783E+02,  0.35000E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.84934E+02,  0.37500E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.84849E+02,  0.40000E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.84857E+02,  0.42500E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.84661E+02,  0.45000E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.85004E+02,  0.47500E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.84687E+02,  0.50000E+00,  0.30000E-02,  0.11951E+02,  0.85362E+03
  0.57933E+02,  0.25000E-01,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.66854E+02,  0.50000E-01,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.75961E+02,  0.75000E-01,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.80795E+02,  0.10000E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.84645E+02,  0.12500E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.87583E+02,  0.15000E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.90051E+02,  0.17500E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.92332E+02,  0.20000E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.97316E+02,  0.22500E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.94490E+02,  0.25000E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.95983E+02,  0.27500E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.96722E+02,  0.30000E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.97355E+02,  0.32500E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.97868E+02,  0.35000E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.98233E+02,  0.37500E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.98422E+02,  0.40000E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.97938E+02,  0.42500E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.98852E+02,  0.45000E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.99101E+02,  0.47500E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.99152E+02,  0.50000E+00,  0.45000E-02,  0.11951E+02,  0.85362E+03
  0.54330E+02,  0.25000E-01,  0.60000E-02,  0.11951E+02,  0.85362E+03
  0.63532E+02,  0.50000E-01,  0.60000E-02,  0.11951E+02,  0.85362E+03
  0.73035E+02,  0.75000E-01,  0.60000E-02,  0.11951E+02,  0.85362E+03
  0.82159E+02,  0.10000E+00,  0.60000E-02,  0.11951E+02,  0.85362E+03
  0.87643E+02,  0.12500E+00,  0.60000E-02,  0.11951E+02,  0.85362E+03
  0.92043E+02,  0.15000E+00,  0.60000E-02,  0.11951E+02,  0.85362E+03
  0.95502E+02,  0.17500E+00,  0.60000E-02,  0.11951E+02,  0.85362E+03
  0.98205E+02,  0.20000E+00,  0.60000E-02,  0.11951E+02,  0.85362E+03
