initial NOx and VOCR concentration:   0.81700E-02,  0.51998E-01
 O3,ivoc,inox,N(V),S(VI)
  0.52545E+02,  0.25000E-01,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.56184E+02,  0.50000E-01,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.57986E+02,  0.75000E-01,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.58741E+02,  0.10000E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.58065E+02,  0.12500E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.58429E+02,  0.15000E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.59991E+02,  0.17500E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.60674E+02,  0.20000E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.58198E+02,  0.22500E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.58713E+02,  0.25000E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.60012E+02,  0.27500E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.58224E+02,  0.30000E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.58203E+02,  0.32500E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.59151E+02,  0.35000E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.59152E+02,  0.37500E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.58918E+02,  0.40000E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.58388E+02,  0.42500E+00,  0.15000E-02,  0.93898E+02,  0.50363E+03
  0.59562E+02,  0.45000E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.59423E+02,  0.47500E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.59388E+02,  0.50000E+00,  0.15000E-02,  0.93898E+02,  0.50364E+03
  0.51689E+02,  0.25000E-01,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.58240E+02,  0.50000E-01,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.63127E+02,  0.75000E-01,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.66316E+02,  0.10000E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.67319E+02,  0.12500E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.67719E+02,  0.15000E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.68856E+02,  0.17500E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.71384E+02,  0.20000E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.69495E+02,  0.22500E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.69903E+02,  0.25000E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.70917E+02,  0.27500E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.70468E+02,  0.30000E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.71459E+02,  0.32500E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.70862E+02,  0.35000E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.70976E+02,  0.37500E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.70992E+02,  0.40000E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.71094E+02,  0.42500E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.71119E+02,  0.45000E+00,  0.30000E-02,  0.93898E+02,  0.50363E+03
  0.71126E+02,  0.47500E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.71108E+02,  0.50000E+00,  0.30000E-02,  0.93898E+02,  0.50364E+03
  0.47937E+02,  0.25000E-01,  0.45000E-02,  0.93898E+02,  0.50364E+03
  0.55387E+02,  0.50000E-01,  0.45000E-02,  0.93898E+02,  0.50364E+03
  0.62496E+02,  0.75000E-01,  0.45000E-02,  0.93898E+02,  0.50364E+03
  0.67937E+02,  0.10000E+00,  0.45000E-02,  0.93898E+02,  0.50364E+03
  0.72264E+02,  0.12500E+00,  0.45000E-02,  0.93898E+02,  0.50364E+03
  0.75930E+02,  0.15000E+00,  0.45000E-02,  0.93898E+02,  0.50364E+03
  0.76140E+02,  0.17500E+00,  0.45000E-02,  0.93898E+02,  0.50364E+03
  0.77355E+02,  0.20000E+00,  0.45000E-02,  0.93898E+02,  0.50363E+03
  0.78537E+02,  0.22500E+00,  0.45000E-02,  0.93898E+02,  0.50364E+03
  0.79552E+02,  0.25000E+00,  0.45000E-02,  0.93898E+02,  0.50364E+03
  0.80457E+02,  0.27500E+00,  0.45000E-02,  0.93898E+02,  0.50364E+03
  0.80132E+02,  0.30000E+00,  0.45000E-02,  0.93898E+02,  0.50364E+03
  0.80551E+02,  0.32500E+00,  0.45000E-02,  0.93898E+02,  0.50364E+03
  0.81927E+02,  0.35000E+00,  0.45000E-02,  0.93898E+02,  0.50364E+03
